recipe_id,recipe_name,category,cuisine,dietary_restrictions,difficulty,prep_time_mins,cook_time_mins,total_time_mins,servings,calories,protein_g,carbs_g,fat_g,rating,num_reviews,ingredients,equipment_needed,author,date_added
RCP01326,Savory Tacos,Lunch,American,None,Medium,70,178,248,2,589,12.8,140.7,84.9,2.7,3969,"tomatoes, zucchini, spinach, rice, yogurt, paprika, salt","stovetop, air fryer",Chef John,23/07/2025
RCP01327,Sweet Bread,Dinner,Spanish,None,Easy,60,12,72,12,769,25.9,121.7,26.6,2.7,4686,"cauliflower, quinoa, basil, pepper",,CHEF JOHN,24/08/2024
RCP01328,Spicy Stir-fry,Breakfast,American,None,Medium,30,90,120,,1099,32.6,41.1,11.2,1.9,1622,"TOMATOES, BELL PEPPERS, GARLIC, CAULIFLOWER, OREGANO, PEPPER, PAPRIKA, SALT","pressure cooker, grill, stovetop",CHEF JOHN,11/23/2024
RCP01329,Spicy Salad,Appetizer,Korean,None,Easy,91,81,172,4,1053,,143.9,0.2,3.4,1529,"shrimp, cauliflower, onions, broccoli, zucchini, rice","food processor, stovetop, grill, microwave",Bob Johnson,12/11/2025
RCP01330,Savory Pizza,Dessert,American,None,Hard,-22,-30,-52,3,-180,51.5,38.3,41.1,2.1,908,"garlic, carrots, lettuce, bell peppers","oven, grill, blender",,22/01/2026
RCP01331,Sweet Rice Bowl,Dessert,Italian,None,Hard,88,186,274,8,347,11.8,13.3,82.5,4.3,,"broccoli, garlic, tomatoes, rice, thyme",oven,mary smith,09/04/2025
RCP01332,Spicy Casserole,Snack,Korean,Keto,Medium,93,219,312,2,704,78.3,70.5,63.7,3.3,2433,"cauliflower, tomatoes, spinach, bread, milk, cinnamon, cumin",grill|air fryer|slow cooker|stovetop,Sarah Wilson,01/23/2024
RCP01333,Spicy Salad,Breakfast,Korean,Dairy-Free,Easy,90,159,249,2,854,0,115.2,62.5,3.3,345,"beef, lettuce, carrots, broccoli","slow cooker, air fryer, oven, food processor",Emily Chen,24/12/2025
RCP01334,Savory Soup,Appetizer,Korean,None,Expert,16,73,89,8,,45.3,58.7,66.7,3.4,3884,"pork, lettuce, broccoli, tomatoes, butter, paprika, salt, cumin","air fryer, blender, oven",Emily Chen,24/09/2024
RCP01335,Spicy Roast,Dinner,Korean,None,Easy,76,173,249,3,-62,42.3,32.1,76.7,3.3,2630,"shrimp, mushrooms, pasta, cheese, oregano, salt, cumin","oven, stovetop, microwave",Sarah Wilson,30/09/2025
RCP01336,Savory Cake,Beverage,Thai,None,Hard,26,232,258,12,442,48.7,115,18.7,2.9,4275,"bell peppers, carrots, broccoli, quinoa, butter, thyme, cinnamon, pepper",blender,CHEF JOHN,24/05/2025
RCP01337,Spicy Pizza,Salad,American,None,Easy,49,108,157,2,87,42.2,64.3,77.4,3.3,-35,"lamb, zucchini, potatoes, cauliflower, onions, paprika",oven|air fryer,Sarah Wilson,02/02/2024
RCP01338,Bread,Salad,Italian,Vegan,Medium,13,114,127,9,955,1.1,122.8,54.6,2.9,636,,"food processor, oven",,30/07/2025
RCP01339,Sweet Stir-fry,Appetizer,French,None,Medium,58,159,217,4,,37.6,92.7,80.7,3.4,3930,turkey; carrots; garlic,"blender, slow cooker, stovetop",,16/11/2024
RCP01340,Smoothie,Dessert,Vietnamese,Low-Carb,Medium,24,73,97,11,773,17.9,30,2.1,1.4,,"turkey, spinach, potatoes, quinoa, thyme, salt","pressure cooker, microwave",emily chen,21/09/2024
RCP01341,Crispy Grilled,Dinner,Mediterranean,None,Easy,26,179,205,4,561,62.6,77.1,62.7,7.2,2813,shrimp; spinach; mushrooms; cumin; salt; cinnamon; basil,"stovetop, food processor",David Lee,17/06/2023
RCP01342,Creamy Stir-fry,Beverage,Korean,None,Easy,102,185,287,1,179,36.9,42.8,22.7,2.4,4023,"lamb, lettuce, bread, pepper, cinnamon, cumin, paprika",air fryer,mary smith,13/06/2023
RCP01343,Creamy Pizza,Breakfast,Vietnamese,Vegetarian,Hard,20,38,58,,894,,,91.4,4.3,2417,"tofu, mushrooms, spinach, broccoli, milk, basil, thyme, oregano",slow cooker|stovetop|mixer,CHEF JOHN,
RCP01344,Crispy Rice Bowl,Dinner,Korean,None,Medium,25,103,128,4,698,,91.3,59.5,4,64,zucchini; bell peppers; oats; basil; oregano; salt; cumin,"grill, oven, stovetop",Mary Smith,14/05/2025
RCP01345,Spicy Pie,Lunch,Vietnamese,Gluten-Free,Expert,57,141,198,7,614,6.5,,65.8,2,706,"eggs, cauliflower, tomatoes, broccoli, carrots, flour, butter, thyme, cinnamon",oven,Sarah Wilson,
RCP01346,Creamy Casserole,Appetizer,Mexican,None,Expert,44,80,124,7,338,73.2,96.3,94.9,2.2,3975,"fish, zucchini, cream, salt, thyme, cinnamon","slow cooker, blender, stovetop",Chef John,12/03/2025
RCP01347,Spicy Tacos,Dessert,Greek,None,Easy,50,209,259,9,6636,,,86,3.3,3790,shrimp; lettuce; paprika,mixer|pressure cooker|stovetop|food processor,Sarah Wilson,
RCP01348,Salad,Salad,Indian,None,Medium,117,174,291,2,644,10.1,105.6,94.2,4.2,4099,"onions, lettuce, bell peppers, pepper, salt, cumin, cinnamon","food processor, slow cooker, air fryer, blender",Sarah Wilson,22/04/2024
RCP01349,Spicy Bread,Breakfast,Thai,None,Easy,102,72,174,11,1035,5.8,129.4,,,23,"turkey, cauliflower, tomatoes, zucchini, bread, salt, basil, thyme","mixer, blender",CHEF JOHN,11/12/2025
RCP01350,Fried,Lunch,Indian,None,Hard,64,151,215,10,1033,35.8,72.7,73.1,3.6,394,,"food processor, grill, oven, slow cooker",Sarah Wilson,28/04/2024
RCP01351,Crispy Rice Bowl,Lunch,Spanish,Paleo,Medium,99,69,168,12,586,17.3,24.7,37.9,1.3,2833,"fish, lettuce, cauliflower, potatoes, rice, cheese, oregano, cinnamon","air fryer, blender, oven",David Lee,20/06/2023
RCP01352,Smoothie,Lunch,Mediterranean,None,Medium,5,240,245,7,1112,33.1,,20.2,2.7,223,"beef, bell peppers, broccoli, butter, basil, paprika, oregano, cumin","oven, stovetop, blender",Bob Johnson,19/03/2023
RCP01353,Savory Tacos,Beverage,Indian,None,Hard,16,21,37,4,,23.6,72.1,95.3,,299,"beef, bell peppers, cauliflower, onions, oats, cheese, cinnamon, salt","oven, food processor",David Lee,18/05/2024
RCP01354,Rice Bowl,Beverage,Mexican,Paleo,Medium,-26,-52,-78,7,106,68.2,97.5,59.6,,4514,beef; cauliflower; basil; cumin,,Chef John,22/04/2025
RCP01355,Savory Grilled,Dinner,Korean,Paleo,Easy,27,137,164,-2,362,69,83.9,99.1,1.6,,"lamb, broccoli, lettuce, bell peppers, cheese, cumin, cinnamon, thyme",pressure cooker|oven,Mary Smith,16/06/2023
RCP01356,Crispy Noodles,Dessert,Mediterranean,Keto,Medium,63,223,286,3,300,36.4,98.9,48.5,3.6,1554,"carrots, garlic, broccoli, bell peppers, flour, basil, salt","mixer, stovetop, slow cooker, food processor",Mary Smith,25/04/2025
RCP01357,Sweet Pizza,Appetizer,Greek,None,Hard,63,75,138,4,319,10,,64.2,1.7,1516,"fish, broccoli, lettuce","blender, air fryer, grill",Chef John,21/09/2024
RCP01358,Herb Sandwich,Dinner,Greek,None,Medium,107,152,259,8,1179,74.9,,81.7,4,2050,"pork, spinach, cauliflower, milk","food processor, mixer, air fryer",Sarah Wilson,13/07/2024
RCP01359,Crispy Pasta,Breakfast,Thai,None,Medium,120,70,190,2,649,55.1,41.6,93.4,4.2,2445,eggs; cauliflower; broccoli; onions; quinoa; yogurt; basil; cinnamon,"slow cooker, food processor, stovetop",David Lee,17/04/2025
RCP01360,Tangy Baked,Breakfast,Spanish,None,Easy,59,164,223,8,668,65.5,38.2,,4.1,108,"broccoli, garlic, cinnamon, oregano, cumin, paprika","air fryer, mixer",mary smith,02/01/2024
RCP01361,Spicy Pizza,Snack,Indian,None,Easy,100,230,330,11,1087,68.3,114.3,19.7,3,247,"zucchini, pepper, oregano, cumin, salt",pressure cooker|grill,chef john,06/10/2023
RCP01362,Crispy Steamed,Breakfast,French,Gluten-Free,Expert,,,,12,1080,43.3,,,2,4584,garlic; lettuce; carrots; bread; oregano; basil,,Emily Chen,13/04/2023
RCP01363,Crispy Curry,Breakfast,Mexican,None,Easy,69,115,184,11,140,41.3,19.2,37.4,1.4,1339,bell peppers; tomatoes; broccoli; potatoes; rice,"oven, grill",Bob Johnson,12/03/2023
RCP01364,Savory Salad,Snack,Spanish,None,Expert,69,179,248,3,194,14.7,110.4,96.5,1.3,3129,"bell peppers, zucchini, garlic, broccoli, flour, butter, thyme, paprika",mixer|blender|stovetop,mary smith,27/02/2024
RCP01365,Savory Cookies,Dessert,Mexican,None,Medium,27,177,204,4,662,0.5,88.9,47.6,4.6,1419,"bell peppers, potatoes, flour",microwave,David Lee,04/04/2024
RCP01366,Crispy Stir-fry,Salad,Spanish,None,Hard,85,50,135,8,7742,,56.5,-4.5,3.3,2014,chicken; zucchini; carrots; broccoli; tomatoes; quinoa; basil,,Sarah Wilson,26/05/2025
RCP01367,Sweet Pasta,Dessert,Mediterranean,None,Easy,104,221,325,11,1040,34.5,54.5,80,3.4,2820,"tofu, lettuce, basil, cumin, paprika, cinnamon","air fryer, grill",Chef John,19/01/2025
RCP01368,Sweet Curry,Appetizer,Spanish,None,Expert,83,215,298,11,107,78.6,128.2,51.4,1.9,1059,"lettuce, garlic, zucchini, mushrooms, cream, salt, cinnamon, basil","air fryer, food processor, slow cooker, oven",Mary Smith,28/12/2023
RCP01369,Crispy Pie,Dessert,Korean,None,Easy,28,49,77,10,743,,72.4,10.1,4.8,2745,"beef, tomatoes, zucchini, cauliflower, potatoes, rice, pepper, salt","food processor, stovetop",,13/10/2024
RCP01370,Spicy Steamed,Salad,Chinese,None,Easy,112,84,196,7,370,21.4,-1.3,91.2,3.3,4134,"eggs, tomatoes, garlic, pasta, oregano, thyme",,mary smith,22/11/2025
RCP01371,Herb Soup,Salad,Italian,None,Easy,36,92,128,5,808,24.8,117.2,11.4,2.5,4503,"shrimp, potatoes, zucchini, spinach, quinoa, paprika, basil, salt, thyme",oven,CHEF JOHN,14/06/2023
RCP01372,Crispy Casserole,Dessert,Chinese,None,Easy,64,91,155,6,124,73.7,41.1,-1.5,4.5,3205,"garlic, broccoli, rice, butter, pepper","grill, stovetop, air fryer, pressure cooker",CHEF JOHN,17/06/2023
RCP01373,Creamy Cake,Dinner,Greek,None,Easy,95,95,190,11,360,36.9,67.7,5.6,4.7,2284,eggs; tomatoes; mushrooms; rice; cream; paprika; basil; cinnamon,"pressure cooker, stovetop, food processor, grill",chef john,04-19-24
RCP01374,Crispy Salad,Lunch,Spanish,None,Expert,33,85,118,4,217,8.7,41.5,42.9,2.8,190,"pork, carrots, broccoli, oats, yogurt, thyme, pepper, cinnamon","air fryer, slow cooker, grill, stovetop",CHEF JOHN,12/07/2024
RCP01375,Herb Cookies,Breakfast,Korean,None,Medium,74,105,179,4,139,-9,122.7,73.2,3.7,3597,"shrimp, carrots, bell peppers","stovetop, mixer, slow cooker",Emily Chen,11/12/2023
RCP01376,Tangy Grilled,Beverage,Spanish,None,Hard,77,159,236,1,625,58.8,121.4,88.1,4.4,1342,"SHRIMP, LETTUCE, TOMATOES, CAULIFLOWER, CINNAMON, BASIL",microwave,Sarah Wilson,29/08/2023
RCP01377,Creamy Soup,Snack,Spanish,Vegan,Hard,120,59,179,12,648,64.6,121,88.2,4.4,386,"lamb, spinach, potatoes, garlic, bell peppers, quinoa, cinnamon, basil","mixer, pressure cooker, microwave, food processor",chef john,09/07/2025
RCP01378,Sweet Pie,Snack,Greek,None,Easy,105,209,314,11,738,,69.6,68.3,1.5,,"mushrooms, onions, carrots, oats, cream, thyme, paprika, oregano","grill, stovetop",Chef John,25/03/2023
RCP01379,Tangy Cake,Snack,Korean,None,Easy,107,136,243,1,245,71.7,127.6,10.5,-1.1,4284,"BROCCOLI, TOMATOES, CREAM, CUMIN, PAPRIKA, BASIL, CINNAMON",stovetop,emily chen,04/05/2024
RCP01380,Pasta,Dessert,Italian,None,Expert,80,75,155,3,129,22.3,107.2,86,3.7,15,"tofu, broccoli, mushrooms","stovetop, pressure cooker, microwave",David Lee,11/11/2023
RCP01381,Spicy Rice Bowl,Snack,Mexican,None,Hard,31,64,95,,634,69.1,129.1,,2.1,2431,cauliflower; cheese; basil; paprika; cinnamon,"pressure cooker, mixer",,22/05/2025
RCP01382,Sweet Pizza,Snack,Italian,None,Hard,68,30,98,9,295,3.7,131.9,-6.1,1.8,4460,"eggs, carrots, quinoa, cinnamon, paprika, pepper","pressure cooker, blender",Emily Chen,29/09/2025
RCP01383,Creamy Steamed,Breakfast,Chinese,None,Medium,42,59,101,2,193,1.4,118.4,14.8,3.8,3922,"beef, cauliflower, garlic, quinoa, paprika, pepper, salt, cumin","pressure cooker, slow cooker",Emily Chen,24/09/2023
RCP01384,Sweet Pasta,Lunch,Vietnamese,Vegan,Expert,83,44,127,12,854,63.5,-9.3,99.8,1.2,4912,"beef, garlic, bread, oregano, basil","air fryer, stovetop, mixer, oven",Bob Johnson,21/06/2025
RCP01385,Salad,Salad,Indian,Dairy-Free,Expert,,,,5,466,34.7,18.1,61,2.1,3331,garlic; lettuce; cinnamon; thyme; basil,"food processor, air fryer, grill, slow cooker",,
RCP01386,Herb Baked,Breakfast,Vietnamese,Low-Carb,Medium,40,102,142,,861,7.5,97.5,82.5,2.4,1670,"shrimp, broccoli, salt, oregano, cinnamon, pepper","mixer, grill, microwave, air fryer",David Lee,14/02/2025
RCP01387,Tangy Grilled,Breakfast,Chinese,None,Expert,70,159,229,3,912,29.4,127.6,16.8,3.8,749,"onions, broccoli, rice, cheese, basil, cumin",food processor,mary smith,04/07/2024
RCP01388,Savory Cake,Beverage,French,Paleo,Expert,57,11,68,2,820,-6,14.5,,4.4,2775,"lamb, bell peppers, carrots, mushrooms, tomatoes, quinoa","slow cooker, air fryer",emily chen,23/08/2023
RCP01389,Crispy Pasta,Salad,Mexican,None,Easy,60,159,219,11,416,66,148.5,94,4,907,"tofu, garlic, carrots, oregano, thyme, cinnamon, cumin","pressure cooker, air fryer, oven, food processor",mary smith,25/12/2023
RCP01390,Sweet Sandwich,Salad,Indian,None,Expert,70,216,286,10,999,-6.9,30.2,32,3.9,3017,"carrots, thyme, oregano","mixer, oven, slow cooker",Mary Smith,22/01/2025
RCP01391,Steamed,Lunch,French,Gluten-Free,Hard,98,108,206,1,,62.2,96.3,30.4,4,769,"mushrooms, carrots, bread, thyme, cumin, basil, oregano","mixer, oven, grill",CHEF JOHN,31/01/2025
RCP01392,Savory Casserole,Breakfast,Thai,None,Medium,46,126,172,2,764,7.3,,65.9,4.5,4504,onions; paprika; pepper; oregano,"grill, microwave, pressure cooker, food processor",emily chen,07/11/2025
RCP01393,Savory Pie,Breakfast,Greek,None,Hard,36,32,68,10,661,57.6,26,58.9,2.8,3540,"EGGS, CAULIFLOWER, MUSHROOMS, ONIONS, BELL PEPPERS, BUTTER",,,23/06/2025
RCP01394,Creamy Cookies,Lunch,Vietnamese,Keto,Medium,22,74,96,6,681,66.7,14,64.8,2.8,3567,"tofu, onions, pasta, pepper, oregano, paprika","mixer, food processor, microwave",Bob Johnson,08/07/2023
RCP01395,Fried,Salad,Thai,None,Medium,100,108,208,12,1128,5.1,,72.2,2.2,3024,"eggs, garlic, pasta, milk, cumin, pepper",microwave,CHEF JOHN,05/05/2025
RCP01396,Spicy Stir-fry,Dinner,Vietnamese,None,Easy,24,67,91,9,619,20.4,-13.2,76.6,4.3,4414,"broccoli, cauliflower, carrots, oats, cumin, thyme, pepper, basil","stovetop, pressure cooker",CHEF JOHN,04/08/2025
RCP01397,Herb Salad,Dinner,Japanese,None,Hard,63,143,206,2,669,,112.3,79.4,1.7,1613,"spinach, carrots, bell peppers, cream, paprika, cinnamon, salt, pepper","oven, food processor",Mary Smith,12/05/2025
RCP01398,Spicy Bread,Beverage,Thai,None,Easy,103,94,197,1,939,42.2,71.2,8.5,3.3,851,beef; zucchini; bell peppers; tomatoes,"stovetop, oven, pressure cooker, mixer",Emily Chen,05/03/2023
RCP01399,Crispy Pie,Breakfast,Thai,None,Medium,82,104,186,9,881,18.8,119.2,54.2,1.6,,"turkey, cauliflower, lettuce, mushrooms, carrots, bread, paprika, cinnamon, cumin, thyme","grill, air fryer, slow cooker",CHEF JOHN,28/02/2023
RCP01400,Savory Pizza,Snack,Vietnamese,Keto,Medium,90,211,301,7,906,2.7,98.9,51.2,2,4100,"shrimp, potatoes, broccoli, cauliflower",air fryer,Mary Smith,22/08/2024
RCP01401,Crispy Baked,Salad,Spanish,None,Medium,34,48,82,11,1138,78.2,124.1,98.2,2.3,1797,"potatoes, tomatoes, bread, yogurt, basil, cinnamon","blender, mixer, pressure cooker",Chef John,18/05/2025
RCP01402,Spicy Bread,Dessert,Indian,None,Hard,66,88,154,8,1022,9.4,117.3,21.3,3.4,1969,"eggs, zucchini, pasta, oregano, salt","food processor, blender, microwave, oven",chef john,11/08/2023
RCP01403,Sweet Sandwich,Dessert,Thai,None,Easy,70,88,158,2,,38.2,68.1,38.3,3.2,4679,"CAULIFLOWER, MUSHROOMS, TOMATOES, BELL PEPPERS, BASIL, CUMIN, SALT, THYME","food processor, air fryer, oven, stovetop",mary smith,27/03/2025
RCP01404,Sweet Rice Bowl,Beverage,Mexican,None,Hard,19,216,235,6,1130,28.4,149.2,64.6,3.4,3129,"shrimp, broccoli, cauliflower, carrots, noodles, salt, basil",mixer,mary smith,04/09/2023
RCP01405,Crispy Steamed,Snack,Mediterranean,Dairy-Free,Medium,107,208,315,7,1196,13.9,-15.7,23.6,3.8,3130,"chicken, broccoli, rice","blender, grill, oven",CHEF JOHN,07/12/2025
RCP01406,Herb Bread,Breakfast,French,None,Easy,8,112,120,11,726,64.7,0.6,9.2,1.7,4361,"chicken, mushrooms, cauliflower, broccoli, pepper, cumin, oregano",microwave,CHEF JOHN,29/12/2023
RCP01407,Tangy Cake,Lunch,Greek,Vegan,Expert,56,99,155,2,817,78,84.1,53,3.1,4943,"turkey, mushrooms, milk, basil, pepper","pressure cooker, blender, grill, oven",emily chen,22/11/2025
RCP01408,Spicy Grilled,Beverage,Vietnamese,None,Easy,81,154,235,-5,562,61.5,113.5,44.7,4.5,1001,"shrimp, mushrooms, pepper, cinnamon","food processor, oven",mary smith,23/03/2025
RCP01409,Sweet Soup,Breakfast,Greek,Paleo,Easy,5,168,173,6,443,69,61.1,1.3,2.5,1911,"eggs, broccoli, bell peppers, zucchini, lettuce, basil","microwave, mixer",Emily Chen,09/06/2024
RCP01410,Tangy Baked,Lunch,Mexican,None,Hard,97,236,333,1,,2.8,113.2,74.3,2.9,4999,"lettuce, tomatoes, cream, pepper, thyme",slow cooker,emily chen,13/10/2024
RCP01411,Sweet Curry,Dinner,Chinese,Paleo,Expert,86,154,240,3,952,73,19.9,78.7,4.7,3723,cauliflower; oregano; pepper,food processor,mary smith,20/05/2024
RCP01412,Spicy Salad,Breakfast,Indian,None,Easy,72,56,128,2,563,43.5,51.1,5.7,,2647,"beef, lettuce, carrots, broccoli",oven,emily chen,12/31/2024
RCP01413,Creamy Cookies,Beverage,Italian,None,Medium,38,59,97,5,1086,68.6,49.7,51.7,1.7,2082,"SHRIMP, TOMATOES, SPINACH, CREAM, CUMIN, OREGANO, PEPPER",pressure cooker,Mary Smith,04/10/2024
RCP01414,Crispy Casserole,Salad,Spanish,None,Easy,119,150,269,12,8381,50.4,29.6,29.9,3.3,776,"zucchini, broccoli, bell peppers, mushrooms, oats, cheese, paprika, basil, thyme","slow cooker, microwave, grill",Chef John,29/09/2023
RCP01415,Savory Stir-fry,Dessert,Japanese,Dairy-Free,Hard,99,108,207,2,511,50.4,,76.4,4.6,-1,eggs; bell peppers; carrots; rice; cinnamon,"slow cooker, stovetop, mixer",Mary Smith,09/09/2024
RCP01416,Creamy Casserole,Snack,Korean,None,Hard,18,132,150,2,271,34.8,17.2,79.2,3.9,3340,potatoes; bell peppers; zucchini; carrots; flour; milk; paprika; cumin; cinnamon; salt,mixer,Chef John,26/04/2025
RCP01417,Crispy Noodles,Dinner,Mediterranean,Vegetarian,Easy,72,30,102,6,228,,143.9,84.2,3.7,4671,"zucchini, thyme, cinnamon","mixer, pressure cooker, microwave",Bob Johnson,07/10/2023
RCP01418,Tangy Noodles,Breakfast,Greek,None,Expert,62,18,80,3,1178,41.9,9.4,52.6,4.6,590,"pork, mushrooms, carrots, broccoli, salt, pepper, cinnamon",mixer,Chef John,28/07/2024
RCP01419,Crispy Roast,Dinner,Mexican,None,Hard,31,182,213,-3,769,66.8,135.9,58.1,1,3808,"chicken, bell peppers, lettuce, mushrooms, noodles, milk, basil, salt",microwave,Chef John,20/03/2023
RCP01420,Tangy Rice Bowl,Salad,Korean,None,Easy,23,77,100,4,,-4.4,96.9,60.4,3.8,434,turkey; onions; garlic; zucchini; cauliflower,"slow cooker, pressure cooker, air fryer, stovetop",David Lee,17/02/2025
RCP01421,Sweet Bread,Snack,Japanese,None,Hard,49,130,179,3,748,78.9,87.3,39.4,3.6,4629,"spinach, flour, cheese, cinnamon, basil, cumin, oregano",oven,David Lee,06/07/2023
RCP01422,Creamy Pie,Dessert,Thai,None,Hard,45,153,198,3,147,63.2,42.7,46.6,3.4,1723,"chicken, tomatoes, carrots, onions, milk, cumin, salt, oregano","blender, slow cooker, grill, air fryer",Chef John,25/05/2023
RCP01423,Crispy Curry,Dessert,Korean,Low-Carb,Easy,91,54,145,10,,33.1,11.3,10.2,1.4,4867,"onions, quinoa, butter, cumin, thyme, paprika","pressure cooker, slow cooker",Mary Smith,2023.08.07
RCP01424,Sweet Tacos,Lunch,French,None,Expert,71,15,86,8,872,39.3,96.7,,2.2,3833,"tofu, onions, oregano, paprika, salt","air fryer, pressure cooker",Emily Chen,28/10/2023
RCP01425,Herb Noodles,Appetizer,Vietnamese,None,Medium,32,30,62,9,8137,16.9,51.1,33.9,1.6,2670,"beef, tomatoes, zucchini, pepper, basil, paprika, oregano","oven, food processor",mary smith,02/04/2024
RCP01426,Creamy Grilled,Beverage,Thai,Dairy-Free,Easy,80,137,217,8,612,58.5,36.3,-6.1,3.6,3823,"CARROTS, LETTUCE, SPINACH, BELL PEPPERS, SALT, OREGANO, CUMIN, PEPPER","stovetop, pressure cooker, slow cooker, oven",emily chen,26/12/2023
RCP01427,Sweet Pie,Appetizer,Greek,None,Hard,101,130,231,4,582,5.7,17.9,,3.9,1851,"fish, potatoes, carrots, rice","slow cooker, food processor, pressure cooker",CHEF JOHN,07/09/2023
RCP01428,Savory Smoothie,Lunch,Indian,None,Expert,67,146,213,4,586,53.5,41.6,69.6,4.4,4888,"pork, zucchini, potatoes","pressure cooker, air fryer",Bob Johnson,22/12/2023
RCP01429,Crispy Smoothie,Lunch,Chinese,None,Easy,7,211,218,5,1003,0.3,38.1,34.1,4.1,3392,"eggs, tomatoes, onions, mushrooms, garlic, noodles, yogurt","stovetop, oven, air fryer",Emily Chen,01/09/2023
RCP01430,Spicy Bread,Breakfast,Chinese,None,Easy,,,,4,7190,58.7,105.9,18.1,,4926,"cauliflower, zucchini, pasta",mixer,Mary Smith,12/05/2023
RCP01431,Herb Smoothie,Breakfast,Italian,Vegetarian,Hard,23,191,214,11,485,54.9,140.1,99.6,1.4,4615,"pork, broccoli, tomatoes","microwave, air fryer",CHEF JOHN,25/05/2024
RCP01432,Crispy Stir-fry,Appetizer,Mediterranean,None,Easy,80,198,278,7,837,12.2,103.3,76.1,1.3,3785,"eggs, broccoli, mushrooms, lettuce, cauliflower, pasta, oregano, pepper",microwave,chef john,12/03/2023
RCP01433,Crispy Pasta,Snack,Greek,None,Hard,33,84,117,12,569,79.2,2.5,85.3,3,4657,"shrimp, carrots, mushrooms, cream, pepper, cinnamon, thyme","oven, food processor",Chef John,17/04/2023
RCP01434,Herb Cake,Salad,Indian,None,Hard,53,86,139,2,893,34.6,140.2,70.3,1.7,3932,"beef, potatoes, spinach, lettuce, mushrooms, cream, salt","food processor, grill, air fryer, mixer",Chef John,25/11/2023
RCP01435,Sweet Pie,Lunch,Vietnamese,None,Easy,49,147,196,5,906,76.3,133.7,34.5,4.6,2778,"broccoli, mushrooms, tomatoes, garlic, pepper, oregano, salt","blender, slow cooker, air fryer, pressure cooker",chef john,24/10/2023
RCP01436,Tangy Rice Bowl,Dessert,Korean,None,Hard,19,141,160,2,1111,66.6,,82.1,4.4,2036,"tofu, potatoes, cauliflower, garlic, lettuce, quinoa, salt, basil","air fryer, pressure cooker",Sarah Wilson,13/08/2025
RCP01437,Tangy Curry,Appetizer,Indian,Low-Carb,Expert,11,231,242,2,832,21.4,139.7,5.5,2.6,2772,spinach; lettuce; potatoes; noodles; cumin; thyme,blender,Chef John,14/07/2025
RCP01438,Fried,Lunch,Japanese,Vegetarian,Medium,22,24,46,10,939,71.4,92.1,,2.1,2091,"cauliflower, broccoli, potatoes, bell peppers, noodles","grill, slow cooker, food processor",Bob Johnson,04/04/2025
RCP01439,Pizza,Snack,Greek,Paleo,Hard,77,173,250,2,1077,43.5,61,14.8,3.5,3139,"cauliflower, carrots, potatoes, mushrooms",,CHEF JOHN,02/01/2024
RCP01440,Sweet Soup,Lunch,Chinese,None,Hard,37,171,208,10,429,20.1,91.7,48.3,4.8,4131,beef; garlic; quinoa; cream; salt; cinnamon,food processor,CHEF JOHN,24/04/2025
RCP01441,Spicy Fried,Salad,French,Keto,Expert,21,74,95,2,925,7.8,109.2,8.1,4.3,3321,"lettuce, potatoes, paprika","microwave, blender, grill",Chef John,18/07/2025
RCP01442,Savory Tacos,Breakfast,Vietnamese,None,Easy,58,187,245,10,935,0.2,98.9,76.2,2,2130,"beef, mushrooms, flour, butter, salt, pepper, paprika","oven, grill",CHEF JOHN,08/04/2025
